,0,1,2,3,4,5,6,seconds
0,1,0,0,0,0,0,0,22
1,1,0,0,0,0,0,0,22
2,1,0,0,0,0,0,0,22
3,1,0,0,0,0,0,0,22
4,1,0,0,0,0,0,0,22
5,1,0,0,0,0,0,0,23
6,1,0,0,0,0,0,0,23
7,0,1,0,0,0,0,0,23
8,0,1,0,0,0,0,0,23
9,0,1,0,0,0,0,0,23
10,0,0,1,0,0,0,0,23
11,0,1,0,0,0,0,0,23
12,0,1,0,0,0,0,0,23
13,1,0,0,0,0,0,0,23
14,1,0,0,0,0,0,0,23
15,1,0,0,0,0,0,0,23
16,1,0,0,0,0,0,0,23
17,0,1,0,0,0,0,0,23
18,0,1,0,0,0,0,0,23
19,0,1,0,0,0,0,0,23
20,0,1,0,0,0,0,0,23
21,1,0,0,0,0,0,0,23
22,1,0,0,0,0,0,0,23
23,1,0,0,0,0,0,0,23
24,0,1,0,0,0,0,0,23
25,1,0,0,0,0,0,0,23
26,0,1,0,0,0,0,0,23
27,1,0,0,0,0,0,0,23
28,1,0,0,0,0,0,0,23
29,1,0,0,0,0,0,0,23
30,1,0,0,0,0,0,0,23
31,1,0,0,0,0,0,0,23
32,1,0,0,0,0,0,0,24
33,1,0,0,0,0,0,0,24
34,1,0,0,0,0,0,0,24
35,1,0,0,0,0,0,0,24
36,1,0,0,0,0,0,0,24
37,1,0,0,0,0,0,0,24
38,1,0,0,0,0,0,0,24
39,1,0,0,0,0,0,0,24
40,1,0,0,0,0,0,0,24
41,1,0,0,0,0,0,0,24
42,1,0,0,0,0,0,0,24
43,1,0,0,0,0,0,0,24
44,1,0,0,0,0,0,0,24
45,1,0,0,0,0,0,0,24
46,1,0,0,0,0,0,0,24
47,1,0,0,0,0,0,0,24
48,1,0,0,0,0,0,0,24
49,1,0,0,0,0,0,0,24
50,1,0,0,0,0,0,0,24
51,1,0,0,0,0,0,0,24
52,1,0,0,0,0,0,0,24
53,1,0,0,0,0,0,0,24
54,1,0,0,0,0,0,0,24
55,1,0,0,0,0,0,0,24
56,1,0,0,0,0,0,0,24
57,1,0,0,0,0,0,0,24
58,1,0,0,0,0,0,0,24
59,1,0,0,0,0,0,0,24
60,1,0,0,0,0,0,0,24
61,1,0,0,0,0,0,0,24
62,1,0,0,0,0,0,0,25
63,1,0,0,0,0,0,0,25
64,1,0,0,0,0,0,0,25
65,1,0,0,0,0,0,0,25
66,1,0,0,0,0,0,0,25
67,1,0,0,0,0,0,0,25
68,1,0,0,0,0,0,0,25
69,1,0,0,0,0,0,0,25
70,1,0,0,0,0,0,0,25
71,1,0,0,0,0,0,0,25
72,1,0,0,0,0,0,0,25
73,1,0,0,0,0,0,0,25
74,1,0,0,0,0,0,0,25
75,1,0,0,0,0,0,0,25
76,1,0,0,0,0,0,0,25
77,1,0,0,0,0,0,0,25
78,1,0,0,0,0,0,0,25
79,1,0,0,0,0,0,0,25
80,1,0,0,0,0,0,0,25
81,1,0,0,0,0,0,0,25
82,1,0,0,0,0,0,0,25
83,1,0,0,0,0,0,0,25
84,1,0,0,0,0,0,0,25
85,1,0,0,0,0,0,0,25
86,1,0,0,0,0,0,0,25
87,1,0,0,0,0,0,0,25
88,1,0,0,0,0,0,0,25
89,1,0,0,0,0,0,0,25
90,1,0,0,0,0,0,0,25
91,1,0,0,0,0,0,0,25
92,1,0,0,0,0,0,0,26
93,1,0,0,0,0,0,0,26
94,1,0,0,0,0,0,0,26
95,1,0,0,0,0,0,0,26
96,1,0,0,0,0,0,0,26
97,1,0,0,0,0,0,0,26
98,1,0,0,0,0,0,0,26
99,1,0,0,0,0,0,0,26
100,1,0,0,0,0,0,0,26
101,1,0,0,0,0,0,0,26
102,1,0,0,0,0,0,0,26
103,1,0,0,0,0,0,0,26
104,1,0,0,0,0,0,0,26
105,1,0,0,0,0,0,0,26
106,1,0,0,0,0,0,0,26
107,1,0,0,0,0,0,0,26
108,1,0,0,0,0,0,0,26
109,1,0,0,0,0,0,0,26
110,1,0,0,0,0,0,0,26
111,1,0,0,0,0,0,0,26
112,1,0,0,0,0,0,0,26
113,1,0,0,0,0,0,0,26
114,1,0,0,0,0,0,0,26
115,1,0,0,0,0,0,0,26
116,1,0,0,0,0,0,0,26
117,1,0,0,0,0,0,0,26
118,1,0,0,0,0,0,0,26
119,1,0,0,0,0,0,0,26
120,1,0,0,0,0,0,0,26
121,1,0,0,0,0,0,0,26
122,1,0,0,0,0,0,0,27
123,1,0,0,0,0,0,0,27
124,1,0,0,0,0,0,0,27
125,1,0,0,0,0,0,0,27
126,1,0,0,0,0,0,0,27
127,1,0,0,0,0,0,0,27
128,1,0,0,0,0,0,0,27
129,1,0,0,0,0,0,0,27
130,1,0,0,0,0,0,0,27
131,1,0,0,0,0,0,0,27
132,1,0,0,0,0,0,0,27
133,1,0,0,0,0,0,0,27
134,1,0,0,0,0,0,0,27
135,1,0,0,0,0,0,0,27
136,1,0,0,0,0,0,0,27
137,1,0,0,0,0,0,0,27
138,1,0,0,0,0,0,0,27
139,1,0,0,0,0,0,0,27
140,1,0,0,0,0,0,0,27
141,1,0,0,0,0,0,0,27
142,1,0,0,0,0,0,0,27
143,1,0,0,0,0,0,0,27
144,1,0,0,0,0,0,0,27
145,1,0,0,0,0,0,0,27
146,1,0,0,0,0,0,0,27
147,1,0,0,0,0,0,0,27
148,1,0,0,0,0,0,0,27
149,1,0,0,0,0,0,0,27
